(hujan) gerimis,1
(warna) dadu,3
aamiin,2
ab,3
aba,2
abadi,4
abah,3
abi,2
abid,3
abis,1
absorpsi,3
absurd,3
abu,3
acuh tak acuh,4
ada,4
adab,3
adakala,3
adaptasi,2
adek,1
adi,2
adika,5
adil,4
adiluhung,3
administrator,3
aduh,1
aduhai,4
adzan,3
afair,3
afdal,3
afeksi,2
afiliasi,2
afirmasi,3
agam,5
Ahad,3
ahli agama,1
aib,1
aja,1
ajak,1
ajakan,1
ajal,3
ajar,1
aji,4
ajojing,3
ajudan,4
akar,2
akas,2
akhlak,4
akibat,1
akidah,3
akil,4
akomodasi,3
akrab,3
akses,2
aksi,2
aktif,2
aktivasi,2
aktual,4
aku,2
akuan,3
alaikum,2
alam,2
alamiah,2
alangkah,4
album,3
alhamdulilah,3
alhamdulillah,5
aliansi,1
alih generasi,4
alim,2
alim arif,4
allah,5
alot,1
amal,4
amalan,4
amanah,5
amat,4
ambilan,3
ambisi,4
amerta,3
amin,3
amor,2
ampas (kopi),3
amplop,3
ampun,1
amuk,1
ana,2
anak Adam,3
anak didik,3
anak sasian,3
anak sekolah,3
anakan,5
analisis,4
andai,2
andal,5
andil,4
andini,2
andur,3
aneh,4
aneka,3
anekdot,2
angan,3
angan-angan,4
anggapan,3
anggar,3
angguk,1
angkat,3
angkut,1
angpau,4
angsur,1
animo,4
anjir,1
anjung,4
ansar,4
anteng,4
antipati,2
antisipasi,3
antologi,1
antusias,2
antusiasme,3
anugerah,3
anut,2
anyar,4
apas,5
apatis,1
api,4
arabika,2
arah,1
arak,2
arif,4
arketipe,3
arsitektur,2
arti,1
artian,3
artifisial,3
artis,2
artistik,4
arung,1
asa,3
asah asih asuh,2
asasi,3
asih,3
asik,4
asket,2
asketisme,2
asli,2
asmara,2
asoi,3
asosiasi,3
asrama,3
asri,4
assalamualaikum,3
astaga,3
astagfirullah,3
asuh,3
atasan,3
atensi,2
atom,3
atraktif,4
atur,4
autentik,3
awal,2
awas,4
awat,5
awet,4
aya,3
ayahanda,1
ayo,4
ayun,1
ayunan,3
azamat,4
azimat,1
aziz,2
babaran,3
babe,3
baby,2
baca,3
bacot,3
bagak,5
bagas,5
bagi,2
baginda,2
bagus,2
bagusan,2
bahadur,5
bahaduri,4
bahagia,4
bahas,2
bahasan,1
baik,3
baik-baik,3
baiklah,2
baiknya,1
bain,3
bajik,4
bajing,1
baju,2
bakar,1
bakat,4
bakh,4
bakir,4
baksis,2
bakti,4
baku,1
balas,1
balasan,3
banding,3
bangan,2
banget,1
bangga,3
bangkit,2
bangkit selera,3
bangsawan,2
banjir,4
bantah-bantah,5
bantalan,3
banting,1
bantu,3
bantuin,3
banyak,3
banyak akal,3
banyaknya,3
banyolan,3
bapa,3
bapanda,3
bapang,3
baper,1
bara,2
bareng,3
baring,2
batas (waktu),3
batasan,3
batu,2
bau tanah,1
bausuku,3
bawa,1
bawaan,3
bayang,2
bayangan,3
bayang-bayang,3
bayangkara,3
bayar,1
beber,3
bebodoran,2
becus,1
bedah,3
bedegap,3
bekal,3
bekas,4
belagu,4
belajar,3
belanja,2
belas,2
beli,2
belok,3
belom,1
belukar,3
benak kepala,3
benang raja,4
benar,2
benar-benar,2
benci,4
bener,3
beneran,3
bentang,1
bentuk,4
bentukan,3
bentur,1
bepergian,1
berada,4
berahi,5
berakal,4
berakar,2
berakibat,3
berakidah,4
beralas,4
beranak,3
beranak-pinak,2
beranda,1
beraras,4
berarti,1
beraturan,4
berbagai,3
berbagai macam,3
berbagi,2
berbahagia,4
berbakat,4
berbenak,3
berbentuk,3
berbetulan,3
berbobot,2
berbuah,2
berbudi pekerti yang baik,3
berbunga,3
berbusana,4
bercahaya,4
bercermin,4
bercita rasa,3
bercokol,3
berdagang,3
berdandan,4
berdansa,3
berdarah,4
berdaya,3
berdaya guna,4
berdendang,4
berdenyut,2
berderajat,4
berdiam,4
berdisiplin,4
berdoa,4
berdua,1
berduit,4
beredar,2
berembuk,3
berfaedah,4
bergairah,3
bergamat,4
bergantung,4
bergas,5
bergelanggang,2
bergelora,2
bergema,1
bergeming,1
bergengsi,4
bergetar,1
bergigi,3
bergolongan,4
berguna,5
berguru,3
berhajat,2
berharap,4
berharga,3
berharta,4
berhasil,3
berhasrat,3
berhati-hati,3
berhikmah,2
beri,2
beribadat,4
berikhtiar,3
beriktikad,2
berilmu,4
beriman,3
berimbas,3
berimbuh,1
berirama,4
beristirahat,3
berjaga-jaga,1
berjasa,4
berjatuhan,1
berjaya,4
berjenis-jenis,3
berjihad,3
berjilbab,3
berjiwa,3
berjunjungan,4
berkaca,4
berkah,4
berkait,3
berkaitan,3
berkandung,5
berkarya,3
berkat,1
berkategori,4
berkawal,4
berkecambah,3
berkecukupan,4
berkedudukan,4
berkegiatan,4
berkeinginan,3
berkekuatan,5
berkeluarga,2
berkenaan,4
berkenan,2
berkepercayaan,4
berkeras hati,4
berkesesuaian,3
berketurunan,2
berkeyakinan,3
berkhasiat,4
berkinte,3
berkobar-kobar,4
berkualitas,4
berkuasa,4
berkuat,3
berkukuh,2
berlaba,4
berlabuh,3
berlagak,4
berlagu,4
berlangganan,2
berlanglang,4
berlarasan,3
berlatih,4
berlebih,1
berlevel,4
berlezat,2
berlibat,3
berlilit,3
berlimpah,1
bermacam-macam,3
bermakna,4
bermanfaat,5
bermartabat,4
bermaslahat,2
bermohon,3
bermohon diri,2
bermukim,2
bermutu,3
bernafsu,3
bernama,4
bernapaskan,3
bernas,2
bernilai,2
bernyali,4
